Item_Id,Item_Description,Unit_Indicator,Decimal_Indicator,US_Total,Source1,Source11
BZN655205D,"Private nonfarm employment for pay period including March 12, 2005 - management of companies (2002 NAICS 55)",ABS,0,2856418,CENSUS-CBP,
BZN655206D,"Private nonfarm employment for pay period including March 12, 2006 - management of companies (2002 NAICS 55)",ABS,0,2915644,CENSUS-CBP,
BZN655207D,"Private nonfarm employment for pay period including March 12, 2007 - management of companies (2002 NAICS 55)",ABS,0,3121402,CENSUS-CBP,
BZN655208D,"Private nonfarm employment for pay period including March 12, 2008 - management of companies (2007 NAICS 55)",ABS,0,2887407,CENSUS-CBP,
BZN655209D,"Private nonfarm employment for pay period including March 12, 2009 - management of companies (2007 NAICS 55)",ABS,0,2853450,CENSUS-CBP,
BZN660202D,Private nonfarm annual payroll - management of companies and enterprises (NAICS 55) 2002,TH$,0,204802311,CENSUS-CBP,
BZN660203D,Private nonfarm annual payroll - management of companies and enterprises (2002 NAICS 55) 2003,TH$,0,212485849,CENSUS-CBP,
BZN660204D,Private nonfarm annual payroll - management of companies and enterprises (2002 NAICS 55) 2004,TH$,0,222459177,CENSUS-CBP,
BZN660205D,Private nonfarm annual payroll - management of companies and enterprises (2002 NAICS 55) 2005,TH$,0,243267191,CENSUS-CBP,
BZN660206D,Private nonfarm annual payroll - management of companies and enterprises (2002 NAICS 55) 2006,TH$,0,266267977,CENSUS-CBP,
BZN660207D,Private nonfarm annual payroll - management of companies and enterprises (2002 NAICS 55) 2007,TH$,0,292691203,CENSUS-CBP,
BZN660208D,Private nonfarm annual payroll - management of companies and enterprises (2007 NAICS 55) 2008,TH$,0,273266582,CENSUS-CBP,
BZN660209D,Private nonfarm annual payroll - management of companies and enterprises (2007 NAICS 55) 2009,TH$,0,264706019,CENSUS-CBP,
BZN665202D,"Private nonfarm establishments - admin., support, waste management and remediation services (NAICS 56) 2002",ABS,0,343544,CENSUS-CBP,
BZN665203D,"Private nonfarm establishments - admin., support, waste management and remediation services (2002 NAICS 56) 2003",ABS,0,348686,CENSUS-CBP,
BZN665204D,"Private nonfarm establishments - admin., support, waste management and remediation services (2002 NAICS 56) 2004",ABS,0,358902,CENSUS-CBP,
BZN665205D,"Private nonfarm establishments - admin., support, waste management and remediation services (2002 NAICS 56) 2005",ABS,0,369507,CENSUS-CBP,
BZN665206D,"Private nonfarm establishments - admin., support, waste management and remediation services (2002 NAICS 56) 2006",ABS,0,378335,CENSUS-CBP,
BZN665207D,"Private nonfarm establishments - admin., support, waste management and remediation services (2002 NAICS 56) 2007",ABS,0,384501,CENSUS-CBP,
BZN665208D,"Private nonfarm establishments - admin., support, waste management and remediation services (2007 NAICS 56) 2008",ABS,0,393538,CENSUS-CBP,
BZN665209D,"Private nonfarm establishments - admin., support, waste management and remediation services (2007 NAICS 56) 2009",ABS,0,383623,CENSUS-CBP,
BZN675202D,"Priv. nonfarm employment for pay period including March 12, 2002 - admin., support, waste mgt. and remediation services (2002 NAICS 56)",ABS,0,8299217,CENSUS-CBP,
BZN675203D,"Priv. nonfarm employment for pay period including March 12, 2003  admin., support, waste mgt. & remediation services (2002 NAICS 56)",ABS,0,8511138,CENSUS-CBP,
BZN675204D,"Priv. nonfarm employment for pay period including March 12, 2004  admin., support, waste mgt. & remediation services (2002 NAICS 56)",ABS,0,8708052,CENSUS-CBP,
BZN675205D,"Priv. nonfarm employment for pay period including March 12, 2005  admin., support, waste mgt. & remediation services (2002 NAICS 56)",ABS,0,9280282,CENSUS-CBP,
BZN675206D,"Priv. nonfarm employment for pay period including March 12, 2006  admin., support, waste mgt. & remediation services (2002 NAICS 56)",ABS,0,10003626,CENSUS-CBP,
BZN675207D,"Priv. nonfarm employment for pay period including March 12, 2007  admin., support, waste mgt. & remediation services (2002 NAICS 56)",ABS,0,9983661,CENSUS-CBP,
BZN675208D,"Priv. nonfarm employment for pay period including March 12, 2008  admin., support, waste mgt. & remediation services (2007 NAICS 56)",ABS,0,10224557,CENSUS-CBP,
BZN675209D,"Priv. nonfarm employment for pay period including March 12, 2009  admin., support, waste mgt. & remediation services (2007 NAICS 56)",ABS,0,9060987,CENSUS-CBP,
BZN680202D,"Private nonfarm annual payroll - admin., support, waste management and remediation services (NAICS 56) 2002",TH$,0,212189377,CENSUS-CBP,
BZN680203D,"Private nonfarm annual payroll - admin., support, waste management and remediation services (2002 NAICS 56) 2003",TH$,0,219233838,CENSUS-CBP,
BZN680204D,"Private nonfarm annual payroll - admin., support, waste management and remediation services (2002 NAICS 56) 2004",TH$,0,235542222,CENSUS-CBP,
BZN680205D,"Private nonfarm annual payroll - admin., support, waste management and remediation services (2002 NAICS 56) 2005",TH$,0,255399069,CENSUS-CBP,
BZN680206D,"Private nonfarm annual payroll - admin., support, waste management and remediation services (2002 NAICS 56) 2006",TH$,0,283240782,CENSUS-CBP,
BZN680207D,"Private nonfarm annual payroll - admin., support, waste management and remediation services (2002 NAICS 56) 2007",TH$,0,299933212,CENSUS-CBP,
BZN680208D,"Private nonfarm annual payroll - admin., support, waste management and remediation services (2007 NAICS 56) 2008",TH$,0,313932870,CENSUS-CBP,
BZN680209D,"Private nonfarm annual payroll - admin., support, waste management and remediation services (2007 NAICS 56) 2009",TH$,0,289826188,CENSUS-CBP,
BZN685202D,Private nonfarm establishments - educational services (NAICS 61) 2002,ABS,0,73701,CENSUS-CBP,
BZN685203D,Private nonfarm establishments - educational services (2002 NAICS 61) 2003,ABS,0,76422,CENSUS-CBP,
BZN685204D,Private nonfarm establishments - educational services (2002 NAICS 61) 2004,ABS,0,78760,CENSUS-CBP,
BZN685205D,Private nonfarm establishments - educational services (2002 NAICS 61) 2005,ABS,0,80486,CENSUS-CBP,
BZN685206D,Private nonfarm establishments - educational services (2002 NAICS 61) 2006,ABS,0,82647,CENSUS-CBP,
BZN685207D,Private nonfarm establishments - educational services (2002 NAICS 61) 2007,ABS,0,86896,CENSUS-CBP,
BZN685208D,Private nonfarm establishments - educational services (2007 NAICS 61) 2008,ABS,0,88578,CENSUS-CBP,
BZN685209D,Private nonfarm establishments - educational services (2007 NAICS 61) 2009,ABS,0,88777,CENSUS-CBP,
BZN695202D,"Private nonfarm employment for pay period including March 12, 2002 - educational services (NAICS 61)",ABS,0,2701675,CENSUS-CBP,
BZN695203D,"Private nonfarm employment for pay period including March 12, 2003 - educational services (2002 NAICS 61)",ABS,0,2776615,CENSUS-CBP,
BZN695204D,"Private nonfarm employment for pay period including March 12, 2004 - educational services (2002 NAICS 61)",ABS,0,2893346,CENSUS-CBP,
BZN695205D,"Private nonfarm employment for pay period including March 12, 2005 - educational services (2002 NAICS 61)",ABS,0,2879374,CENSUS-CBP,
BZN695206D,"Private nonfarm employment for pay period including March 12, 2006 - educational services (2002 NAICS 61)",ABS,0,2979514,CENSUS-CBP,
BZN695207D,"Private nonfarm employment for pay period including March 12, 2007 - educational services (2002 NAICS 61)",ABS,0,3039385,CENSUS-CBP,
BZN695208D,"Private nonfarm employment for pay period including March 12, 2008 - educational services (2007 NAICS 61)",ABS,0,3141297,CENSUS-CBP,
BZN695209D,"Private nonfarm employment for pay period including March 12, 2009 - educational services (2007 NAICS 61)",ABS,0,3200553,CENSUS-CBP,
BZN700202D,Private nonfarm annual payroll - educational services (NAICS 61) 2002,TH$,0,71961852,CENSUS-CBP,
BZN700203D,Private nonfarm annual payroll - educational services (2002 NAICS 61) 2003,TH$,0,75286733,CENSUS-CBP,
BZN700204D,Private nonfarm annual payroll - educational services (2002 NAICS 61) 2004,TH$,0,80286352,CENSUS-CBP,
BZN700205D,Private nonfarm annual payroll - educational services (2002 NAICS 61) 2005,TH$,0,82522976,CENSUS-CBP,
BZN700206D,Private nonfarm annual payroll - educational services (2002 NAICS 61) 2006,TH$,0,88452753,CENSUS-CBP,
BZN700207D,Private nonfarm annual payroll - educational services (2002 NAICS 61) 2007,TH$,0,94112286,CENSUS-CBP,
BZN700208D,Private nonfarm annual payroll - educational services (2007 NAICS 61) 2008,TH$,0,101766546,CENSUS-CBP,
BZN700209D,Private nonfarm annual payroll - educational services (2007 NAICS 61) 2009,TH$,0,105190541,CENSUS-CBP,
BZN710198D,Private nonfarm establishments - health care and social assistance (NAICS 62) 1998,ABS,0,649408,CENSUS-CBP,
BZN710199D,Private nonfarm establishments - health care and social assistance (NAICS 62) 1999,ABS,0,649846,CENSUS-CBP,
BZN710200D,Private nonfarm establishments - health care and social assistance (NAICS 62) 2000,ABS,0,658559,CENSUS-CBP,
BZN710201D,Private nonfarm establishments - health care and social assistance (NAICS 62) 2001,ABS,0,671370,CENSUS-CBP,
BZN710202D,Private nonfarm establishments - health care and social assistance (NAICS 62) 2002,ABS,0,703540,CENSUS-CBP,
BZN710203D,Private nonfarm establishments - health care and social assistance (2002 NAICS 62) 2003,ABS,0,716350,CENSUS-CBP,
BZN710204D,Private nonfarm establishments - health care and social assistance (2002 NAICS 62) 2004,ABS,0,731917,CENSUS-CBP,
BZN710205D,Private nonfarm establishments - health care and social assistance (2002 NAICS 62) 2005,ABS,0,746600,CENSUS-CBP,
BZN710206D,Private nonfarm establishments - health care and social assistance (2002 NAICS 62) 2006,ABS,0,762451,CENSUS-CBP,
BZN710207D,Private nonfarm establishments - health care and social assistance (2002 NAICS 62) 2007,ABS,0,784231,CENSUS-CBP,
BZN710208D,Private nonfarm establishments - health care and social assistance (2007 NAICS 62) 2008,ABS,0,791007,CENSUS-CBP,
BZN710209D,Private nonfarm establishments - health care and social assistance (2007 NAICS 62) 2009,ABS,0,799271,CENSUS-CBP,
BZN730198D,"Private nonfarm employment for pay period including March 12, 1998 - health care and social assistance (NAICS 62)",ABS,0,13757996,CENSUS-CBP,
BZN730199D,"Private nonfarm employment for pay period including March 12, 1999 - health care and social assistance (NAICS 62)",ABS,0,13865014,CENSUS-CBP,
BZN730200D,"Private nonfarm employment for pay period including March 12, 2000 - health care and social assistance (NAICS 62)",ABS,0,14108655,CENSUS-CBP,
BZN730201D,"Private nonfarm employment for pay period including March 12, 2001 - health care and social assistance (NAICS 62)",ABS,0,14534726,CENSUS-CBP,
BZN730202D,"Private nonfarm employment for pay period including March 12, 2002 - health care and social assistance (NAICS 62)",ABS,0,14900148,CENSUS-CBP,
BZN730203D,"Private nonfarm employment for pay period including March 12, 2003 - health care and social assistance (2002 NAICS 62)",ABS,0,15472183,CENSUS-CBP,
BZN730204D,"Private nonfarm employment for pay period including March 12, 2004 - health care and social assistance (2002 NAICS 62)",ABS,0,15814812,CENSUS-CBP,
BZN730205D,"Private nonfarm employment for pay period including March 12, 2005 - health care and social assistance (2002 NAICS 62)",ABS,0,16025147,CENSUS-CBP,
BZN730206D,"Private nonfarm employment for pay period including March 12, 2006 - health care and social assistance (2002 NAICS 62)",ABS,0,16451361,CENSUS-CBP,
BZN730207D,"Private nonfarm employment for pay period including March 12, 2007 - health care and social assistance (2002 NAICS 62)",ABS,0,16797647,CENSUS-CBP,
BZN730208D,"Private nonfarm employment for pay period including March 12, 2008 - health care and social assistance (2007 NAICS 62)",ABS,0,17217256,CENSUS-CBP,
BZN730209D,"Private nonfarm employment for pay period including March 12, 2009 - health care and social assistance (2007 NAICS 62)",ABS,0,17531142,CENSUS-CBP,
BZN740198D,Private nonfarm annual payroll - health care and social assistance (NAICS 62) 1998,TH$,0,395468280,CENSUS-CBP,
BZN740199D,Private nonfarm annual payroll - health care and social assistance (NAICS 62) 1999,TH$,0,409223160,CENSUS-CBP,
BZN740200D,Private nonfarm annual payroll - health care and social assistance (NAICS 62) 2000,TH$,0,431430402,CENSUS-CBP,
BZN740201D,Private nonfarm annual payroll - health care and social assistance (NAICS 62) 2001,TH$,0,465712029,CENSUS-CBP,
BZN740202D,Private nonfarm annual payroll - health care and social assistance (NAICS 62) 2002,TH$,0,499177227,CENSUS-CBP,
BZN740203D,Private nonfarm annual payroll - health care and social assistance (2002 NAICS 62) 2003,TH$,0,526330389,CENSUS-CBP,
BZN740204D,Private nonfarm annual payroll - health care and social assistance (2002 NAICS 62) 2004,TH$,0,559838280,CENSUS-CBP,
BZN740205D,Private nonfarm annual payroll - health care and social assistance (2002 NAICS 62) 2005,TH$,0,589654273,CENSUS-CBP,
BZN740206D,Private nonfarm annual payroll - health care and social assistance (2002 NAICS 62) 2006,TH$,0,626586952,CENSUS-CBP,
BZN740207D,Private nonfarm annual payroll - health care and social assistance (2002 NAICS 62) 2007,TH$,0,668271254,CENSUS-CBP,
BZN740208D,Private nonfarm annual payroll - health care and social assistance (2007 NAICS 62) 2008,TH$,0,706727463,CENSUS-CBP,
BZN740209D,Private nonfarm annual payroll - health care and social assistance (2007 NAICS 62) 2009,TH$,0,735531215,CENSUS-CBP,
BZN750202D,"Private nonfarm establishments - arts, entertainment and recreation (NAICS 71) 2002",ABS,0,110375,CENSUS-CBP,
BZN750203D,"Private nonfarm establishments - arts, entertainment and recreation (2002 NAICS 71) 2003",ABS,0,113991,CENSUS-CBP,
BZN750204D,"Private nonfarm establishments - arts, entertainment and recreation (2002 NAICS 71) 2004",ABS,0,118827,CENSUS-CBP,
BZN750205D,"Private nonfarm establishments - arts, entertainment and recreation (2002 NAICS 71) 2005",ABS,0,121777,CENSUS-CBP,
BZN750206D,"Private nonfarm establishments - arts, entertainment and recreation (2002 NAICS 71) 2006",ABS,0,123048,CENSUS-CBP,
BZN750207D,"Private nonfarm establishments - arts, entertainment and recreation (2002 NAICS 71) 2007",ABS,0,125222,CENSUS-CBP,
BZN750208D,"Private nonfarm establishments - arts, entertainment and recreation (2007 NAICS 71) 2008",ABS,0,124279,CENSUS-CBP,
BZN750209D,"Private nonfarm establishments - arts, entertainment and recreation (2007 NAICS 71) 2009",ABS,0,122857,CENSUS-CBP,
BZN770202D,"Private nonfarm employment for pay period including March 12, 2002 - arts, entertainment and recreation (NAICS 71)",ABS,0,1800991,CENSUS-CBP,
BZN770203D,"Private nonfarm employment for pay period including March 12, 2003 - arts, entertainment and recreation (2002 NAICS 71)",ABS,0,1832985,CENSUS-CBP,
BZN770204D,"Private nonfarm employment for pay period including March 12, 2004 - arts, entertainment and recreation (2002 NAICS 71)",ABS,0,1889044,CENSUS-CBP,
BZN770205D,"Private nonfarm employment for pay period including March 12, 2005 - arts, entertainment and recreation (2002 NAICS 71)",ABS,0,1936484,CENSUS-CBP,
BZN770206D,"Private nonfarm employment for pay period including March 12, 2006 - arts, entertainment and recreation (2002 NAICS 71)",ABS,0,1973655,CENSUS-CBP,
BZN770207D,"Private nonfarm employment for pay period including March 12, 2007 - arts, entertainment and recreation (2002 NAICS 71)",ABS,0,2008567,CENSUS-CBP,
BZN770208D,"Private nonfarm employment for pay period including March 12, 2008 - arts, entertainment and recreation (2007 NAICS 71)",ABS,0,2069346,CENSUS-CBP,
BZN770209D,"Private nonfarm employment for pay period including March 12, 2009 - arts, entertainment and recreation (2007 NAICS 71)",ABS,0,2010339,CENSUS-CBP,
BZN780202D,"Private nonfarm annual payroll - arts, entertainment and recreation (NAICS 71) 2002",TH$,0,47724377,CENSUS-CBP,
BZN780203D,"Private nonfarm annual payroll - arts, entertainment and recreation (2002 NAICS 71) 2003",TH$,0,48147004,CENSUS-CBP,
BZN780204D,"Private nonfarm annual payroll - arts, entertainment and recreation (2002 NAICS 71) 2004",TH$,0,50709572,CENSUS-CBP,
BZN780205D,"Private nonfarm annual payroll - arts, entertainment and recreation (2002 NAICS 71) 2005",TH$,0,52935670,CENSUS-CBP,
BZN780206D,"Private nonfarm annual payroll - arts, entertainment and recreation (2002 NAICS 71) 2006",TH$,0,56838765,CENSUS-CBP,
BZN780207D,"Private nonfarm annual payroll - arts, entertainment and recreation (2002 NAICS 71) 2007",TH$,0,60357153,CENSUS-CBP,
BZN780208D,"Private nonfarm annual payroll - arts, entertainment and recreation (2007 NAICS 71) 2008",TH$,0,62343271,CENSUS-CBP,
BZN780209D,"Private nonfarm annual payroll - arts, entertainment and recreation (2007 NAICS 71) 2009",TH$,0,61178717,CENSUS-CBP,
BZN810198D,Private nonfarm establishments - accommodation and food services (NAICS 72) 1998,ABS,0,544250,CENSUS-CBP,
BZN810199D,Private nonfarm establishments - accommodation and food services (NAICS 72) 1999,ABS,0,539576,CENSUS-CBP,
BZN810200D,Private nonfarm establishments - accommodation and food services (NAICS 72) 2000,ABS,0,542411,CENSUS-CBP,
BZN810201D,Private nonfarm establishments - accommodation and food services (NAICS 72) 2001,ABS,0,548569,CENSUS-CBP,
BZN810202D,Private nonfarm establishments - accommodation and food services (NAICS 72) 2002,ABS,0,565149,CENSUS-CBP,
BZN810203D,Private nonfarm establishments - accommodation and food services (2002 NAICS 72) 2003,ABS,0,575347,CENSUS-CBP,
BZN810204D,Private nonfarm establishments - accommodation and food services (2002 NAICS 72) 2004,ABS,0,591022,CENSUS-CBP,
BZN810205D,Private nonfarm establishments - accommodation and food services (2002 NAICS 72) 2005,ABS,0,603435,CENSUS-CBP,
BZN810206D,Private nonfarm establishments - accommodation and food services (2002 NAICS 72) 2006,ABS,0,612254,CENSUS-CBP,
BZN810207D,Private nonfarm establishments - accommodation and food services (2002 NAICS 72) 2007,ABS,0,632489,CENSUS-CBP,
BZN810208D,Private nonfarm establishments - accommodation and food services (2007 NAICS 72) 2008,ABS,0,636586,CENSUS-CBP,
BZN810209D,Private nonfarm establishments - accommodation and food services (2007 NAICS 72) 2009,ABS,0,635239,CENSUS-CBP,
BZN830198D,"Private nonfarm employment for pay period including March 12, 1998 - accommodation and food services (NAICS 72)",ABS,0,9466088,CENSUS-CBP,
BZN830199D,"Private nonfarm employment for pay period including March 12, 1999 - accommodation and food services (NAICS 72)",ABS,0,9638007,CENSUS-CBP,
BZN830200D,"Private nonfarm employment for pay period including March 12, 2000 - accommodation and food services (NAICS 72)",ABS,0,9880923,CENSUS-CBP,
BZN830201D,"Private nonfarm employment for pay period including March 12, 2001 - accommodation and food services (NAICS 72)",ABS,0,9972301,CENSUS-CBP,
BZN830202D,"Private nonfarm employment for pay period including March 12, 2002 - accommodation and food services (NAICS 72)",ABS,0,10048875,CENSUS-CBP,
BZN830203D,"Private nonfarm employment for pay period including March 12, 2003 - accommodation and food services (2002 NAICS 72)",ABS,0,10439651,CENSUS-CBP,
BZN830204D,"Private nonfarm employment for pay period including March 12, 2004 - accommodation and food services (2002 NAICS 72)",ABS,0,10749811,CENSUS-CBP,
BZN830205D,"Private nonfarm employment for pay period including March 12, 2005 - accommodation and food services (2002 NAICS 72)",ABS,0,11025909,CENSUS-CBP,
BZN830206D,"Private nonfarm employment for pay period including March 12, 2006 - accommodation and food services (2002 NAICS 72)",ABS,0,11381226,CENSUS-CBP,
BZN830207D,"Private nonfarm employment for pay period including March 12, 2007 - accommodation and food services (2002 NAICS 72)",ABS,0,11564864,CENSUS-CBP,
BZN830208D,"Private nonfarm employment for pay period including March 12, 2008 - accommodation and food services (2007 NAICS 72)",ABS,0,11926329,CENSUS-CBP,
BZN830209D,"Private nonfarm employment for pay period including March 12, 2009 - accommodation and food services (2007 NAICS 72)",ABS,0,11443293,CENSUS-CBP,
BZN840198D,Private nonfarm annual payroll - accommodation and food services (NAICS 72) 1998,TH$,0,109584980,CENSUS-CBP,
BZN840199D,Private nonfarm annual payroll - accommodation and food services (NAICS 72) 1999,TH$,0,116924965,CENSUS-CBP,
BZN840200D,Private nonfarm annual payroll - accommodation and food services (NAICS 72) 2000,TH$,0,125581836,CENSUS-CBP,
BZN840201D,Private nonfarm annual payroll - accommodation and food services (NAICS 72) 2001,TH$,0,128649922,CENSUS-CBP,
BZN840202D,Private nonfarm annual payroll - accommodation and food services (NAICS 72) 2002,TH$,0,131110795,CENSUS-CBP,
BZN840203D,Private nonfarm annual payroll - accommodation and food services (2002 NAICS 72) 2003,TH$,0,139189908,CENSUS-CBP,
BZN840204D,Private nonfarm annual payroll - accommodation and food services (2002 NAICS 72) 2004,TH$,0,147178490,CENSUS-CBP,
BZN840205D,Private nonfarm annual payroll - accommodation and food services (2002 NAICS 72) 2005,TH$,0,156041233,CENSUS-CBP,
BZN840206D,Private nonfarm annual payroll - accommodation and food services (2002 NAICS 72) 2006,TH$,0,167231246,CENSUS-CBP,
BZN840207D,Private nonfarm annual payroll - accommodation and food services (2002 NAICS 72) 2007,TH$,0,176343816,CENSUS-CBP,
BZN840208D,Private nonfarm annual payroll - accommodation and food services (2007 NAICS 72) 2008,TH$,0,183228488,CENSUS-CBP,
BZN840209D,Private nonfarm annual payroll - accommodation and food services (2007 NAICS 72) 2009,TH$,0,179480284,CENSUS-CBP,
BZN850202D,Private nonfarm establishments - other services (except public administration) (NAICS 81) 2002,ABS,0,740118,CENSUS-CBP,
BZN850203D,Private nonfarm establishments - other services (except public administration) (2002 NAICS 81) 2003,ABS,0,731967,CENSUS-CBP,
BZN850204D,Private nonfarm establishments - other services (except public administration) (2002 NAICS 81) 2004,ABS,0,734506,CENSUS-CBP,
BZN850205D,Private nonfarm establishments - other services (except public administration) (2002 NAICS 81) 2005,ABS,0,740034,CENSUS-CBP,
BZN850206D,Private nonfarm establishments - other services (except public administration) (2002 NAICS 81) 2006,ABS,0,736440,CENSUS-CBP,
BZN850207D,Private nonfarm establishments - other services (except public administration) (2002 NAICS 81) 2007,ABS,0,744252,CENSUS-CBP,
BZN850208D,Private nonfarm establishments - other services (except public administration) (2007 NAICS 81) 2008,ABS,0,730694,CENSUS-CBP,
BZN850209D,Private nonfarm establishments - other services (except public administration) (2007 NAICS 81) 2009,ABS,0,722701,CENSUS-CBP,
BZN870202D,"Private nonfarm employment for pay period including March 12, 2002 - other services (except public administration) (NAICS 81)",ABS,0,5420087,CENSUS-CBP,
BZN870203D,"Private nonfarm employment for pay period including March 12, 2003 - other services (except public administration) (2002 NAICS 81)",ABS,0,5367166,CENSUS-CBP,
BZN870204D,"Private nonfarm employment for pay period including March 12, 2004 - other services (except public administration) (2002 NAICS 81)",ABS,0,5416193,CENSUS-CBP,
BZN870205D,"Private nonfarm employment for pay period including March 12, 2005 - other services (except public administration) (2002 NAICS 81)",ABS,0,5390954,CENSUS-CBP,
BZN870206D,"Private nonfarm employment for pay period including March 12, 2006 - other services (except public administration) (2002 NAICS 81)",ABS,0,5458558,CENSUS-CBP,
BZN870207D,"Private nonfarm employment for pay period including March 12, 2007 - other services (except public administration) (2002 NAICS 81)",ABS,0,5519773,CENSUS-CBP,
BZN870208D,"Private nonfarm employment for pay period including March 12, 2008 - other services (except public administration) (2007 NAICS 81)",ABS,0,5452603,CENSUS-CBP,
BZN870209D,"Private nonfarm employment for pay period including March 12, 2009 - other services (except public administration) (2007 NAICS 81)",ABS,0,5264429,CENSUS-CBP,
BZN880202D,Private nonfarm annual payroll - other services (except public administration) (NAICS 81) 2002,TH$,0,118899903,CENSUS-CBP,
BZN880203D,Private nonfarm annual payroll - other services (except public administration) (2002 NAICS 81) 2003,TH$,0,118035744,CENSUS-CBP,
BZN880204D,Private nonfarm annual payroll - other services (except public administration) (2002 NAICS 81) 2004,TH$,0,122502810,CENSUS-CBP,
BZN880205D,Private nonfarm annual payroll - other services (except public administration) (2002 NAICS 81) 2005,TH$,0,127480612,CENSUS-CBP,
BZN880206D,Private nonfarm annual payroll - other services (except public administration) (2002 NAICS 81) 2006,TH$,0,133557722,CENSUS-CBP,
BZN880207D,Private nonfarm annual payroll - other services (except public administration) (2002 NAICS 81) 2007,TH$,0,140671497,CENSUS-CBP,
BZN880208D,Private nonfarm annual payroll - other services (except public administration) (2007 NAICS 81) 2008,TH$,0,143131471,CENSUS-CBP,
BZN880209D,Private nonfarm annual payroll - other services (except public administration) (2007 NAICS 81) 2009,TH$,0,139346566,CENSUS-CBP,
BZS110197D,Private nonfarm establishments - construction (SIC C) 1997,ABS,0,667089,CENSUS-CBP,
BZS130197D,Private nonfarm employment for pay period including March 12 - construction (SIC C) 1997,ABS,0,5512547,CENSUS-CBP,
BZS140197D,Private nonfarm annual payroll - construction (SIC C) 1997,TH$,0,175935361,CENSUS-CBP,
BZS210197D,Private nonfarm establishments - manufacturing (SIC D) 1997,ABS,0,393091,CENSUS-CBP,
BZS230197D,Private nonfarm employment for pay period including March 12 - manufacturing (SIC D) 1997,ABS,0,18632696,CENSUS-CBP,
BZS240197D,Private nonfarm annual payroll - manufacturing (SIC D) 1997,TH$,0,688629401,CENSUS-CBP,
BZS310197D,"Private nonfarm establishments - transportation and public utilities (SIC E, except 40&43) 1997",ABS,0,300644,CENSUS-CBP,
BZS330197D,"Private nonfarm employment for pay period including March 12 - transportation and public utilities (SIC E, except 40&43) 1997",ABS,0,6246593,CENSUS-CBP,
BZS340197D,"Private nonfarm annual payroll - transportation and public utilities (SIC E, except 40&43) 1997",TH$,0,226026084,CENSUS-CBP,
BZS410197D,Private nonfarm establishments - wholesale trade (SIC F) 1997,ABS,0,529993,CENSUS-CBP,
BZS430197D,Private nonfarm employment for pay period including March 12 - wholesale trade (SIC F) 1997,ABS,0,6810072,CENSUS-CBP,
BZS440197D,Private nonfarm annual payroll - wholesale trade (SIC F) 1997,TH$,0,255865313,CENSUS-CBP,
BZS510197D,Private nonfarm establishments - retail trade (SIC G) 1997,ABS,0,1588717,CENSUS-CBP,
BZS530197D,Private nonfarm employment for pay period including March 12 - retail trade (SIC G) 1997,ABS,0,22002559,CENSUS-CBP,
BZS540197D,Private nonfarm annual payroll - retail trade (SIC G) 1997,TH$,0,330334101,CENSUS-CBP,
BZS610197D,"Private nonfarm establishments - finance, insurance, and real estate (SIC H) 1997",ABS,0,676799,CENSUS-CBP,
BZS630197D,"Private nonfarm employment for pay period including March 12 - finance, insurance, and real estate (SIC H) 1997",ABS,0,7366687,CENSUS-CBP,
BZS640197D,"Private nonfarm annual payroll - finance, insurance, and real estate (SIC H) 1997",TH$,0,313257446,CENSUS-CBP,
BZS710197D,Private nonfarm establishments - services (SIC I) 1997,ABS,0,2543677,CENSUS-CBP,
BZS730197D,Private nonfarm employment for pay period including March 12 - services (SIC I) 1997,ABS,0,37380074,CENSUS-CBP,
BZS740197D,Private nonfarm annual payroll - services (SIC I) 1997,TH$,0,1013965048,CENSUS-CBP,
CLF010190D,Civilian labor force 1990,ABS,0,125840000,BLS-CPS,
CLF010191D,Civilian labor force 1991,ABS,0,126346000,BLS-CPS,
CLF010192D,Civilian labor force 1992,ABS,0,128105000,BLS-CPS,
CLF010193D,Civilian labor force 1993,ABS,0,129200000,BLS-CPS,
CLF010194D,Civilian labor force 1994,ABS,0,131056000,BLS-CPS,
CLF010195D,Civilian labor force 1995,ABS,0,132304000,BLS-CPS,
CLF010196D,Civilian labor force 1996,ABS,0,133943000,BLS-CPS,
CLF010197D,Civilian labor force 1997,ABS,0,136297000,BLS-CPS,
CLF010198D,Civilian labor force 1998,ABS,0,137673000,BLS-CPS,
CLF010199D,Civilian labor force 1999,ABS,0,139368000,BLS-CPS,
CLF010200D,Civilian labor force 2000,ABS,0,142583000,BLS-CPS,
CLF010201D,Civilian labor force 2001,ABS,0,143734000,BLS-CPS,
CLF010202D,Civilian labor force 2002,ABS,0,144863000,BLS-CPS,
CLF010203D,Civilian labor force 2003,ABS,0,146510000,BLS-CPS,
CLF010204D,Civilian labor force 2004,ABS,0,147401000,BLS-CPS,
CLF010205D,Civilian labor force 2005,ABS,0,149320000,BLS-CPS,
CLF010206D,Civilian labor force 2006,ABS,0,151428000,BLS-CPS,
CLF010207D,Civilian labor force 2007,ABS,0,153124000,BLS-CPS,
CLF010208D,Civilian labor force 2008,ABS,0,154287000,BLS-CPS,
CLF010209D,Civilian labor force 2009,ABS,0,154142000,BLS-CPS,
CLF010210D,Civilian labor force 2010,ABS,0,153889000,BLS-CPS,
CLF020190D,Civilian labor force employment 1990,ABS,0,118793000,BLS-CPS,
CLF020191D,Civilian labor force employment 1991,ABS,0,117718000,BLS-CPS,
CLF020192D,Civilian labor force employment 1992,ABS,0,118492000,BLS-CPS,
